Portada Imagen,URL - IMDb / FilmAffinity,Trailer,Título,Resumen,Tiempo (min),Año,Género,Production Co.,Directores,Actores Protagónicos,Locación,Presupuesto,Taquilla,Idioma,Latitud,Longitud
https://m.media-amazon.com/images/M/MV5BNGRiY2FiMWQtNDQ5Yy00NmI1LWEwZDctMGI4NGZkZTBmNDBiXkEyXkFqcGc@._V1_.jpg,https://pro.imdb.com/title/tt2407844/?rf=cons_tt_atf_allow&ref_=cons_tt_atf_allow,https://www.youtube.com/watch?v=1pUjSt_RmZk,Lima 13,"Lima Trece se desarrolla en la Lima actual y contemporánea, en una Navidad particularmente calurosa. El protagonista, un Guachimán, Wachi, solo busca que lo dejen tranquilo en la rutina de su trabajo, vigilar un edifico de cuatro pisos en una zona residencial acomodada de la ciudad; y de su casa. Su mecánica laboral consiste en asegurarse que todo este en orden, y Wachi, sin quererlo, se convierte en observador de la vida de los vecinos, incluyendo la de Trini, una viuda anciana que ha vivido en ese mismo lugar desde hace décadas. Todo ocurre con normalidad en la vida de Wachi hasta que sucede algo que lo descuadra, es la llegada de Tesla, una adolescente extraña e impulsiva, que se muda a vivir al edifico donde Wachi trabaja.",86,2012,"Comedia, Drama, Familiar",La Soga Producciones,Joel Calero,"Élide Brero, Kani Hart, Juan Ubaldo Huamán",Perú,-,$104.758,Español,-9.189.967,-75.015.152
https://m.media-amazon.com/images/M/MV5BMGE2ZWYxNjAtZDI4ZS00MGUyLWE2M2MtYzE4NDEyZGU4OTAyXkEyXkFqcGc@._V1_.jpg,https://pro.imdb.com/title/tt2381171?ref_=list_ttl_item_list_ttl_item_tt,https://www.youtube.com/watch?v=xadvXbQgZgQ,El Buen Pedro,"Pedro es un tipo tranquilo, hermético y absolutamente ordenado. Se levanta temprano para ir a trabajar atendiendo público. Además, le gusta cocinar, escuchar música y salir a matar a las 2 de la madrugada. Gabriel Barba es el policía a cargo de buscar a este imparable asesino. Sin embargo, él tiene problemas que lo distraen: está enamorado de Ángela, una prostituta con la cual vive y a quien no puede tocar, pues ella, en venganza por no cumplir todo lo que le prometió, no se lo permite. Una historia oscura e intensa, en donde la satisfacción se convierte en el motivo de violentos sucesos, ocurridos en un universo plagado por personajes atrapados en su propio laberinto.",117,2012,"Crimen, Drama, Horror",Big Bang Films,Sandro Ventura,"Roger del Águila, Miguel Torres-Bohl, Natalia Salas",Lima,$150.000,$91.146,Español,-770.388.300,-119.291.300
"https://m.media-amazon.com/images/M/MV5BNDc2NjczMzg4MF5BMl5BanBnXkFtZTgwNDgzNTY1MDE@._V1_UX196_CR0,0,196,290_.jpg",https://pro.imdb.com/title/tt2387455/?rf=cons_tt_atf_allow&ref_=cons_tt_atf_allow,https://www.youtube.com/watch?v=ap6UTz3fqL0,El limpiador,"Un limpiador forense se hace responsable de un niño que queda huérfano trás una epidemia fulminante en Lima. En el lugar menos esperado, se desarrollará una peculiar historia de tolerancia y comprensión.",95,2012,"Drama, Ciencia Ficción",Alelo Films,Adrián Saba,"Victor Prada, Adrián Du Bois",Perú,-,$19.630,Español,-9.189.967,-75.015.152
https://m.media-amazon.com/images/M/MV5BMjdkMmQ4OWUtZmNmNC00ZGQ2LWFkN2MtYmJiZDU5MzhmOTY0XkEyXkFqcGc@._V1_.jpg,https://pro.imdb.com/title/tt2842470?ref_=list_ttl_item_list_ttl_item_tt,https://www.youtube.com/watch?v=f-qzAKQ_TgU,¡Asu Mare!,"Película biográfica sobre el actor y humorista peruano Carlos Alcántara, que retrata parte de su vida.",100,2013,"Biografía, Comedia",Tondero Films,Ricardo Maldonado,"Tatiana Astengo, Carlos Cabrera, Franco Cabrera",Lima,$700.000,$11.852.786,Español,-770.388.300,-119.291.300
https://m.media-amazon.com/images/M/MV5BZjdhMWNjYzktNzE3Yy00YzQzLWI3MWMtYTBlNmNmNDlhMDM3XkEyXkFqcGc@._V1_.jpg,https://pro.imdb.com/title/tt3169690/?rf=cons_tt_atf_allow&ref_=cons_tt_atf_allow,https://www.youtube.com/watch?v=Xbz0iFHIWdM,Rock and Roll '68,"Es el verano de 1968 y Manolo es un tímido adolescente de La Punta que pasa los días junto a sus amigos Guille y Bobby, yendo a la playa y escuchando música rock. Sin embargo, la rutina cambia con la llegada de Emma, una joven hippie de la que Manolo se enamora y por la que se terminará metiendo en un lío tras otro.",98,2013,Comedia,Argos Producciones Audiovisuales,Gonzalo Benavente,"Jesús Alzamora, Sergio Gjurinovic, Manuel Gold",Perú,$260.000,$325.367,Español,-9.189.967,-75.015.152
https://m.media-amazon.com/images/M/MV5BMjMwNjMyMzc1OV5BMl5BanBnXkFtZTgwMTM2NzYxNzE@._V1_.jpg,https://pro.imdb.com/title/tt3102402,https://www.youtube.com/watch?v=TG9PDFcDNEg,El mudo,"Algunos acontecimientos inesperados en la vida de Constantino Zegarra, un juez peruano, lo llevan a pensar que están buscando eliminarlo.",86,2013,"Comedia, Drama",Maretazo Cine,Daniel Vega Vidal,"Fernando Bacilio, Lidia Rodríguez, Juan Luis Maldonado",Perú,-,-,Español,-9.189.967,-75.015.152
https://m.media-amazon.com/images/M/MV5BOTVhYWE0NzctZGU1My00YTIyLWIyZTMtNjg5ZDg1MmMyZjcyXkEyXkFqcGc@._V1_.jpg,https://pro.imdb.com/title/tt2252346?ref_=list_ttl_item_list_ttl_item_tt,https://www.youtube.com/watch?v=Y-T4xV9DVyo,Como Quien No Quiere La Cosa,"Todo empieza por una extraña situación, cuando Fortunato casado con Constanza y padre de Débora, hermosa chica de 20 anos, está muy endeudado y tiene la obligación de alquilar cuartos de su casa a veraneantes para no tener que perder la hipoteca. Doña Donjusto, jefa de una banda de mafiosos, quiere recuperar a cualquier precio el terreno en el cual se encuentra la casa, para poder construir un complejo inmobiliario.",79,2013,"Comedia, Familiar, Fantasía",Alvaro Velarde,Alvaro Velarde,"Celine Aguirre, Karine Aguirre, Marisol Aguirre",Perú,-,-,Español,-9.189.967,-75.015.152
https://m.media-amazon.com/images/M/MV5BZmMwMDI3MTYtYzk5Zi00NzNjLWE5MjktOGY4NmYxYjVjZTBmXkEyXkFqcGc@._V1_.jpg,https://pro.imdb.com/title/tt2338044?ref_=list_ttl_item_list_ttl_item_tt,https://www.youtube.com/watch?v=zA62ILZcuto,Chicama,"César sueña con vivir en la costa; en la gran ciudad de Trujillo, pero la falta de plazas de trabajo en esa ciudad lo llevan a desarrollar su carrera de profesor en un bucólico pueblo andino, donde sin darse cuenta se enamora de sus pequeños alumnos, y de su cautivadora colega.",75,2012,Drama,Omar Forero,Omar Forero,"Fernando Bacilio, Pedro Castillo, Ana Paula Ganoza",Perú,-,$17.979,Español,-9.189.967,-75.015.152
https://m.media-amazon.com/images/M/MV5BNjMxODY2MWQtZTM3Zi00NmUzLTgzNzktN2U2ZGYxOTE1YmQzXkEyXkFqcGc@._V1_.jpg,https://pro.imdb.com/title/tt2308585/?rf=cons_tt_atf_allow&ref_=cons_tt_atf_allow,https://www.youtube.com/watch?v=q-jGufVqN00,Cuchillos en el cielo,"Después de pasar diez años en prisión, Milagros es declarada inocente y puesta en libertad. Durante su encarcelamiento, sufrió varias violaciones, quedó embarazada y tuvo una hija. La niña desconoce su origen pues ha crecido en casa de su abuela, quien le ha ocultado la historia de su madre. Al salir de prisión, Milagros trata de construir la relación con su hija y, al mismo tiempo, llevar a juicio a los violadores. Pero estos dos objetivos entran en conflicto: Milagros tendrá que elegir entre su hija o hacer justicia.",88,2012,"Drama, Familiar, War","Tondero Producciones, Tondero Films",Alberto Durant,"Liliana Alegría, Milena Alva, Oscar Carrillo",Perú,-,$18.759,Español,-9.189.967,-75.015.152
https://m.media-amazon.com/images/M/MV5BODk1M2NiYjAtNzgwZi00Y2JkLWI2MzktZTAzNGNhYzJlOGYyXkEyXkFqcGc@._V1_.jpg,https://pro.imdb.com/title/tt3219080?ref_=list_ttl_item_list_ttl_item_tt,https://www.youtube.com/watch?v=VhAw6Gc2rWg,El espacio entre las cosas,"El espacio entre las cosas trata acerca de un director que recorre posibles locaciones y afina el guión de su nueva película, un policial. El personaje principal es un detective de la división de narcóticos, que enfrenta una serie de sucesos extraños tanto en su vida personal como profesional. A manera de ensayo, o libreta de apuntes, el narrador y el protagonista se funden, y la realidad y la ficción son parte de un mismo universo.",95,2013,"Drama, Fantasía",Intro Films,Raúl del Busto,"Fernando Escribens, Natalia Peña, Ricardo Sandi",Perú,-,$8.463,Español,-9.189.967,-75.015.152
https://pics.filmaffinity.com/culebraico-201775332-mmed.jpg,https://www.filmaffinity.com/es/film748104.html,-,Culebraico,"Un hombre busca respuestas ante la precaria situación de la humanidad, busca una entidad que pueda guiarlo, inspirarlo y reconfortarlo. Así llega al Apu Pariacaca, una montaña sagrada, importante santuario prehispánico, hoy casi olvidado. ",52,2013,Historia,-,Rodrigo Otero Heraud,Carlos Otero Heraud,Perú,-,-,Español,-9.189.967,-75.015.152
https://m.media-amazon.com/images/M/MV5BYzQzZWM2ZWEtM2I5ZC00ZmZkLWI1ZGQtM2U0MjNlNTdiMTM5XkEyXkFqcGc@._V1_.jpg,https://pro.imdb.com/title/tt2271245/?rf=cons_tt_atf_allow&ref_=cons_tt_atf_allow,https://www.youtube.com/watch?v=LTrzN6SmMeg,Cementerio General,"La historia sigue a Andrea (Airam Galliani), una adolescente, quien sufre la muerte de su padre. Con la ayuda de sus amigos de colegio, la animaran a contactarse con él usando la güija. Sin embargo, esto provoca una serie de eventos terroríficos.",88,2013,Horror,La Soga Producciones,Dorian Fernández-Moris,"Jürgen Gömez, Marisol Aguirre, Airam Galliani",Iquitos,$400.000,$1.227.140,Español,-9.189.967,-75.015.152
https://m.media-amazon.com/images/M/MV5BYzk0ZTUyNzktYTYyOC00Y2I5LWI2MjAtMTc0ODZjYmIzYTRmXkEyXkFqcGc@._V1_.jpg,https://pro.imdb.com/title/tt2229420/?rf=cons_tt_atf_allow&ref_=cons_tt_atf_allow,https://www.youtube.com/watch?v=UN5AtAdg3pk,Quizás Mañana,"Es la historia de dos personas que no se conocen y se encuentran un sábado por la mañana. Cada uno esta pasando por situaciones un poco extremas en su vida y de alguna manera el pasar el día juntos los ayuda, a cada uno, a tomar decisiones con respecto a su vida.",87,2013,Romance,Big Bang Films,Jesus Alvarez Betancourt,"Bruno Ascenzo, Gisela Ponce de León, Roger del Águila",Magdalena del Mar,$120.000,$148.840,Español,-120.904.353,-77.069.999
https://pics.filmaffinity.com/el_evangelio_de_la_carne-107314590-mmed.jpg,https://www.filmaffinity.com/es/film975357.html,https://www.youtube.com/watch?v=w6GxfdnFKqc,El evangelio de la Carne ,"El día de la final del campeonato de fútbol entre Universitario de Deportes y Alianza Lima, y de la multitudinaria salida del Señor de los Milagros, tres hombres entrecruzan sus vidas en busca de redención para ellos y de un milagro para los suyos. Gamarra, un policía encubierto, intenta desesperadamente salvar a su esposa de una extraña y desconocida enfermedad mientras investiga a una red de contrabando y piratería. Félix, un chofer de buses interprovinciales, busca ser aceptado en la Hermandad del Señor de los Milagros. Narciso, líder de la barra de Universitario de Deportes, lucha por sacar a su hermano menor de la prisión antes de que éste sea trasladado a un penal de mayores mientras la guerra desatada contra la hinchada rival pone en peligro la vida de sus seres más queridos.",110,2013,"Thriller, Drama",La Soga Producciones,Eduardo Mendoza de Echave,"Giovanni Ciccia, Lucho Cáceres, Jimena Lindo, Ismael Contreras, Sebastián Monteghirfo",Perú,-,-,Español,-9.189.967,-75.015.152
https://m.media-amazon.com/images/M/MV5BZDFjNjFlM2UtNjI0MC00NDBhLWIzYTAtMTc2OTYwYzQ2NDdiXkEyXkFqcGc@._V1_.jpg,https://pro.imdb.com/title/tt5424980?ref_=list_ttl_item_list_ttl_item_tt,https://www.youtube.com/watch?v=fZLThBnRvjE,El Demonio de los Andes,"En una atmósfera festiva en Huamanga, Clara decide contraer matrimonio para el cual llegan desde Lima sus familiares para organizar todos los preparativos, pero Clara es salvajemente asesinada al igual que decenas de víctimas.Nadie tiene una explicación de los sucesos, pero un sueño de Samanta, la madrina de la frustrada boda, revela el misterio: se trata de un monstruo demoniaco llamado “Jarjacha” que está matando a los ciudadanos.",87,2014,"Aventura, Horror, Thriller",Perú Movie,Palito Ortega Matute,"Nelba Acuña, Alessandra Denegri, Irvin Gonzáles",Huamanga,-,-,Español,-115.503.200,-768.437.600
https://m.media-amazon.com/images/M/MV5BNzU3NTcyNDMtNzc2OS00YzMxLTllYzctNTBiNzBhNzQ4NDNiXkEyXkFqcGc@._V1_.jpg,https://www.imdb.com/title/tt3999186/,https://www.youtube.com/watch?v=PNPDVs16r_c,A los 40,"Siete personajes que bordean los 40 años se enfrentan a su pasado, su presente y su futuro en una fiesta de reencuentro de promoción que los lleva a preguntarse hacia dónde están encaminando sus vidas.",89,2014,Comedia,Tondero Films,Bruno Ascenzo,"Carlos Alcántara, Carlos Carlín, Katia Condos",Perú,-,$6.411.771,Español,-9.189.967,-75.015.152
https://m.media-amazon.com/images/M/MV5BYWE4MWJlNTUtNTA2YS00OTFhLTljNjgtMDg1MmIwZmM1ODI0XkEyXkFqcGc@._V1_.jpg,https://pro.imdb.com/title/tt2706552/?rf=cons_tt_atf_allow&ref_=cons_tt_atf_allow,https://www.youtube.com/watch?v=4yWIONGtUWE,Japy Ending,"Comedia que nos ubica en un hipotético fin del mundo, justamente el 21 de diciembre del 2012. Varios personajes deberán aceptar esta realidad y decidir qué es lo que harán durante ese último día, antes de que un meteorito impacte con la Tierra. ",100,2014,Comedia,Big Bang Films,"Sandro Ventura, Ani Alva Heifer, Jesús Álvarez, John Mayta, Fernando Ruiz, Hugo Shinki","Pietro Sibille, Fiorella Rodriguez, Teddy Guzmán",Lima,$150.000,$479.081,Español,-770.388.300,-119.291.300
https://m.media-amazon.com/images/M/MV5BOWJjYmE4NmYtNDQ4MC00NzgwLThlZWUtNWQ4NWY0MzRlNzMzXkEyXkFqcGc@._V1_.jpg,https://pro.imdb.com/title/tt4288542/#rmConst=rm2719242496,https://www.youtube.com/watch?v=CGNJpMV8uew,Viejos amigos,"Narra los sucesos y peripecias de tres octogenarios amigos que deciden, en un acto redentor y justiciero, robarse la urna con las cenizas de su compañero fallecido para llevarlo por su viejo barrio, El Callao.
Es en este recorrido que nos conducirán en un viaje por aquellos lugares que habían frecuentado en su vida, dejando en cada uno de ellos el recuerdo de su amigo.",93,2014,Comedia,Mama Okllo Films,Fernando Villarán,"Ricardo Blume, Lorena Caravedo, Mayra Couto",Perú,-,$1.695.006,Español,-9.189.967,-75.015.152
https://m.media-amazon.com/images/M/MV5BZjRkNTI1ZjAtYTE4NS00MmQxLThlZmYtMzc5YzFmZWY2Y2QzXkEyXkFqcGc@._V1_.jpg,https://pro.imdb.com/title/tt4327978?ref_=list_ttl_item_list_ttl_item_tt,https://youtu.be/ZalPtyQSMus,NN: Sin Identidad,Los restos de un varón desaparecido durante la violencia política han sido exhumados pero nadie los reclama. Ahora con lo único que cuenta para ser identificado es una fotografía borrosa de una chica sonriente hallada debajo de su camisa.,89,2014,Drama,Piedra Alada Producciones,"Paul Vega, Antonieta Pari, Isabel Gaona, Lucho Cáceres, Gonzalo Molina","Paul Vega, Antonieta Pari, Isabel Gaona",Perú,-,-,Español,-9.189.967,-75.015.152
https://m.media-amazon.com/images/M/MV5BOTk3Y2E4ZGQtOTE5Yy00M2E3LWI2MDItZjZiYWIxY2Q0YWQ1XkEyXkFqcGc@._V1_.jpg,https://pro.imdb.com/title/tt3349414/?ref_=instant_tt_1&q=La%20amante%20del%20libertador,https://www.youtube.com/watch?v=BK8AbbkIAo4,La amante del libertador,"Lucía regresa a Lima tras radicar siete años en España. Viene para apoyar la lucha de su hermana Carmela, quien tiene una vieja casona colonial, la cual quieren derruir para construir un moderno edificio. Lucía busca que se proclame patrimonio cultural, y en esa lucha se introduce en una investigación que la lleva a descubrir que quien vivió en aquella casa fue Teresa, una mujer que luchó por la Emancipación del Perú. ¿Acaso Lucía descubre que es la reencarnación de Teresa?",99,2014,"Drama, Historia, Romance",Communication Audiovisual,Rocio Llado,"Wendy Vasquez, Gonzalo Revoredo, Christian Rivero",Perú,-,$24.498,Español,-9.189.967,-75.015.152
https://m.media-amazon.com/images/M/MV5BZDJhZDM3YjAtOWM5ZC00MGEwLWFmMjgtZmYwOTA4MWE0YTUzXkEyXkFqcGc@._V1_.jpg,https://pro.imdb.com/title/tt3685428/?ref_=instant_tt_1&q=Planta%20madre,https://www.youtube.com/watch?v=_IiJ3Vm6Gww,Planta madre,"Siguiendo las coordenadas en una antigua libreta y con la ayuda de una amiga de la juventud, un viejo rockero argentino llega a Iquitos (Perú) para realizar el viaje de Ayahuasca que su hermano planeó 40 años atrás, antes de morir.",86,2014,"Drama, Musical, Thriller","Historias Cinematograficas, Plantta Mdre Cine, Alba Produzioni",Gianfranco Quattrini,"Robertino Granados, Emiliano Carrazzone, Manu Fanego",Iquitos,-,-,Español,-375,-7.525.383
https://m.media-amazon.com/images/M/MV5BZDQ5YjI0NDItNDNmNy00MmRiLTg0MjAtOGQwNmYyZjcyZDU2XkEyXkFqcGc@._V1_.jpg,https://pro.imdb.com/title/tt3887312/?ref_=instant_tt_1&q=Perro%20Guardi%C3%A1n,https://www.youtube.com/watch?v=5vqo92Ry_Gk,Perro Guardián,"Perro, es un sicario que trabaja para un grupo militar y que llega a una iglesia cristiana con una misión: asesinar a uno de sus líderes. Sin quererlo, comienza relacionarse con la comunidad, incluso llegando a interesarse por una adolescente rebosante de vida. Pero una vez que conoce bien a su víctima, su misión comienza a cobrar dimensiones místicas. Su arma está a punto de convertirse en un instrumento del señor. ",90,2014,"Drama, Thriller",Señor Z,"Bacha Caravedo, Augusto Varillas","Carlos Alcántara, Reynaldo Arenas, Ramón García",Perú,-,$484.271,Español,-9.189.967,-75.015.152
"https://m.media-amazon.com/images/M/MV5BYzc2MjBmMDMtNmE4MS00NDUyLTgwZDQtMjY0MDhmMzRjMmRjXkEyXkFqcGc@._V1_UX196_CR0,0,196,290_.jpg",https://pro.imdb.com/title/tt3424914/?rf=cons_tt_atf_allow&ref_=cons_tt_atf_allow,https://www.youtube.com/watch?v=6lJfCKnqSzY,El elefante desaparecido,"Es la historia de un escritor de culto de novelas negras, cuya novia desapareció hace cinco años. De pronto, recibe un sobre con fotos que será el inicio de un laberinto con muchas claves que deberá descifrar.",109,2014,"Misterio, Suspenso","Piedra Alada Producciones (Perú), Séptima Films (Colombia)",Javier Fuentes-León,"Salvador del Solar, Vanessa Saba, Angie Cepéda",Perú,-,$212.410,Español,-9.189.967,-75.015.152
https://m.media-amazon.com/images/M/MV5BMzc2OGU2OGEtMDVkZS00ZmMyLWE0MGItZjc1YTVkYjA3ZjU0XkEyXkFqcGc@._V1_.jpg,https://pro.imdb.com/title/tt3818552/?ref_=instant_tt_1&q=El%20Vientre,https://www.youtube.com/watch?v=DWggftE1Fu4,El Vientre,"La historia gira en torno a Mercedes, una joven huérfana que deja su trabajo en el camal para ser contratada por Silvia, una viuda a quien ayuda en los quehaceres de la casa. A esa misma casa llega Jaime, un mochilero en ruina que termina haciendo arreglos en el domicilio por dinero. Debido a una serie de hechos provocados por la solitaria Silvia, los empleados se unen como pareja. Al ser Silvia la artífice de esa relación, está convencida de que el bebé que nacerá producto de esa unión es suyo y con él al fin se despojará de toda esa frustración que carga por no poder ser madre. ",82,2014,Thriller,Daniel Rodríguez Risco,"Mayella Lloclla, Vanessa Saba, Manuel Gold, Gianfranco Berro","Vanessa Saba, Mayella Lloclla, Manuel Gold",Perú,-,$727.364,Español,-9.189.967,-75.015.152
https://pics.filmaffinity.com/loco_cielo_de_abril-822116836-mmed.jpg,https://www.filmaffinity.com/es/film147533.html,https://www.youtube.com/watch?v=uJjQUmyVFhI,Loco Cielo de Abril,"Cuenta la historia de Abril, una misteriosa mujer con una particular filosofía de vida que se cruza en la vida de Bruno, un joven chileno radicado en Perú que pasa por una extraña etapa emocional. La filosofía de Abril impacta a Bruno y un buen día él decide dejar todo, incluido su trabajo y su novia. De repente, Bruno intenta seguir la vida de Abril, sin sospechar la verdaderas razones por las que ella vive de espaldas al mundo.",98,2014,Comedia,Big Bang Films,Sandro Ventura Mantilla,"Fiorella Rodriguez, Ariel Levy, Adolfo Aguilar",Perú,-,-,Español,-9.189.967,-75.015.152
https://m.media-amazon.com/images/M/MV5BZmNmMGNlZGEtZjQyMi00MGYwLTg4OGEtNTAyYjA5NmE4NjI4XkEyXkFqcGc@._V1_.jpg,https://pro.imdb.com/title/tt4778602?ref_=list_ttl_item_list_ttl_item_tt,https://www.youtube.com/watch?v=FuIjxC1zV1c,"Lusers, los amigos no se eligen","Tres chicos de diferentes países (Perú, Argentina y Chile) se unen en una divertida aventura a través de la jungla para llegar a la Final de la Copa Mundial de la FIFA Brasil 2014.",95,2015,"Acción, Aventura, Comedia",Bamboosa,Ticoy Rodriguez,"Pablo Granados, Felipe Izquierdo, Gaby Espino Cristián de la Fuente",Brazil,-,$2.527.852,Español,-550.000.000,-100.000.000
https://m.media-amazon.com/images/M/MV5BYzZmYjc1ODMtODIzMC00MWQ0LTlmMjktMGI4N2NhYTUxMzcxXkEyXkFqcGc@._V1_.jpg,https://pro.imdb.com/title/tt4528386?ref_=list_ttl_item_list_ttl_item_tt,https://www.youtube.com/watch?v=36lVPs4dWdo,¡Asu Mare! 2,"Hace muy poco que Cachín trabaja todos los días en Pataclaun. Es un trabajo estable, le alcanza para vivir y hace lo que le gusta. El tema laboral ya parece estar resuelto. Está contento con su vida, pero le falta algo: el amor de su vida, Emilia. Luego de bailar juntos en una fiesta y terminar besándose, Cachín decide conquistarla. Su principal problema es Ricky, un chico adinerado, apuesto, mejor amigo de Emilia y bien querido por la familia. Cachín debe enfrentar muchas situaciones difíciles en donde predominan las diferencias sociales, para ser aceptado por la familia y amigos de Emilia. Debido a esto, oculta muchos aspectos de su vida y hasta esconde a sus amigos. Es en este momento, que debe decidir qué es lo mejor para él y el camino que debe seguir para ser feliz.",100,2015,"Biografía, Comedia",Tondero Films,Ricardo Maldonado,"Ana Cecilia Natteri, Andrés Salas, Anahí de Cárdenas",Lima,$800.000,$10.785.879,Español,-770.388.300,-119.291.300
https://m.media-amazon.com/images/M/MV5BMmJkZWQ5NGUtMjAxZi00MWJjLWE2NjQtNGRiYmIwNTQ3NWU4XkEyXkFqcGc@._V1_.jpg,https://pro.imdb.com/title/tt5037302/?ref_=instant_tt_1&q=Amores%20Gatos,https://www.youtube.com/watch?v=aCvhmtDQRBA,Amores Gatos,"Tragicomedia experimental sobre gatos, sus varias vidas y la posibilidad de mundos paralelos.",72,2015,Comedia,Kasa Real Projects,Juan Manuel Calderón,"Denise Arregui, Lita Baluarte, Rossella Cecili",Nueva York,-,-,Español,4.071.427,-7.400.597
https://m.media-amazon.com/images/M/MV5BMjJkMGFlNDAtZTNlNS00ODVmLWIwY2UtZjNlYTdjNjhmMDllXkEyXkFqcGc@._V1_.jpg,https://pro.imdb.com/title/tt6110098/?rf=cons_tt_atf_allow&ref_=cons_tt_atf_allow,https://www.youtube.com/watch?v=xveHvzM9yYs,Como en el cine,"Tras enterarse de que su novia le sacó la vuelta en sus propias sábanas de “Star Wars”, Nico decide reencontrarse con su verdadero amor: el cine. Para esta misión, reúne a sus viejos compañeros de facultad, con quienes intenta hacer un corto de muy bajo presupuesto. Juntos viven absurdas situaciones, entre la realidad y la ficción, que los llevan a cuestionar su amistad y la dirección de sus vidas.",95,2015,Comedia,Tondero Films,Gonzalo Ladines,"Manuel Gold, Pietro Sibille, Andres Salas",Perú,$450.000,$598.265,Español,-9.189.967,-75.015.152
https://m.media-amazon.com/images/M/MV5BMzc4YTc1NzgtZDU2YS00MjFkLWIxNGUtZmY2ZGMyYzE0MWUwXkEyXkFqcGc@._V1_.jpg,https://pro.imdb.com/title/tt4716932/?rf=cons_tt_atf_allow&ref_=cons_tt_atf_allow,https://www.youtube.com/watch?v=Imt4KnxC9dU,El Pequeño Seductor,"Miguel Barraza encarna a un personaje viudo que ha perdido sus dotes como seductor y quiere recuperarlos con la ayuda de dos amigos. Esta necesidad de conseguir chicas bellas genera situaciones que lo pondrán en mil aprietos. A esto, se opone su difunta esposa que se le presenta en diversas situaciones para que el protagonista pueda consumar sus relaciones.",86,2015,Comedia,Bisa Estrategia Audiovisual,Wilf Sifuentes,"Miguel Barraza, Lucecita Ceballos, Alejandro Cassaretto",Lima,-,-,Español,-770.388.300,-119.291.300
https://m.media-amazon.com/images/M/MV5BYzI1OWMzYzQtMmIxYy00MmI2LTlmMzItMWMwMDFhOWRhZGY4XkEyXkFqcGc@._V1_.jpg,https://www.imdb.com/title/tt6448414/,https://www.youtube.com/watch?v=bt6WNN-bbRg,Macho Peruano Que Se Respeta,"Máximo, es un conquistador. Dentro de su carismático y popular barrio del cercado se le conoce como un verdadero “Macho que se respeta”, sin embargo es un mil oficios que va de mal en peor. Con tan buena fama, uno de sus amigos y discípulos le hará una apuesta que no podrá rechazar: enamorar a la nueva vecina: Carol. A ella se le conoce como la más pituca y difícil mujer; lograrlo significaría pagar la deuda de su taller y obtener más reputación. Se sentirá atraído fuertemente por Sarita, la chica más dulce que haya conocido, obligándolo a llevar una doble vida: entre ser un casanova o actuar como un verdadero hombre enamorado. En medio de este barrio lleno de peruanismo, sazonado con personajes memorables que nos harán delirar, Máximo y sus amigos nos sorprenderán con sus divertidas ocurrencias y anécdotas.",102,2015,Comedia,Llanki Cine,Carlitos Landeo,"Carlos Vilchez, Nico Ames, Dante del Águila",Perú,-,$484.996,Español,-9.189.967,-75.015.152
https://m.media-amazon.com/images/M/MV5BM2EwODYxNmItZTRlMi00NGY4LWJiMWEtZDczNjZkMjBhMjQ4XkEyXkFqcGc@._V1_.jpg,https://pro.imdb.com/title/tt3814870/?rf=cons_tt_atf_allow&ref_=cons_tt_atf_allow,https://www.youtube.com/watch?v=wExhTFQimXw ,Videophilia,"Luz y Junior, de 16 y 28 años, son una pareja de desadaptados que aún no se conocen en persona a pesar de muchos encuentros íntimos vía web cam. En las vísperas de su encuentro en el mundo real, todos se preguntan por qué no se cumplió la profecía maya mientras que un virus cibernauta se esparce por el mundo virtual.",103,2015,"Comedia, Drama, Fantasía",Tiempo Libre Studio,Juan Daniel Fernández Molero,"Terom, Michel Lovón, José Gabriel Alegría Sabogal",Perú,-,-,Español,-9.189.967,-75.015.152
https://m.media-amazon.com/images/M/MV5BNDZiY2E1MzEtNmI1NS00ZjVhLWJiYjItNWZkMjdiOGU1ODhiXkEyXkFqcGc@._V1_.jpg,https://pro.imdb.com/title/tt4720718/?ref_=instant_tt_1&q=Atacada%3A%20la%20teor%C3%ADa%20del%20dolor,https://www.youtube.com/watch?v=5ClpmmcKcZg&t=91s,Atacada: la teoría del dolor,Una joven mujer es violentada sexualmente por un poderoso empresario iniciándose así una confrontación pública en la que tendrá que soportar los abusos de quienes no desean se haga justicia.,123,2015,Drama,Aluzcine,Aldo Miyashiro,"Jason Day, Carlos Gassols, Gonzalo Molina",Perú,-,-,Español,-9.189.967,-75.015.152
